episode,reward,agent
13180,-1,Q-Learning
13181,-1,CFR
13181,2,Q-Learning
13182,1,CFR
13182,-1,Q-Learning
13183,-1,CFR
13183,1,Q-Learning
13184,-2,CFR
13184,1,Q-Learning
13185,-1,CFR
13185,1,Q-Learning
13186,1,CFR
13186,1,Q-Learning
13187,-1,CFR
13187,-1,Q-Learning
13188,-1,CFR
13188,1,Q-Learning
13189,1,CFR
13189,-1,Q-Learning
13190,-1,CFR
13190,1,Q-Learning
13191,1,CFR
13191,1,Q-Learning
13192,-1,CFR
13192,1,Q-Learning
13193,1,CFR
13193,-1,Q-Learning
13194,1,CFR
13194,-1,Q-Learning
13195,2,CFR
13195,1,Q-Learning
13196,2,CFR
13196,-1,Q-Learning
13197,-1,CFR
13197,-1,Q-Learning
13198,1,CFR
13198,1,Q-Learning
13199,-1,CFR
13199,-1,Q-Learning
13200,-1,CFR
13200,-1,Q-Learning
13201,1,CFR
13201,-1,Q-Learning
13202,-1,CFR
13202,1,Q-Learning
13203,2,CFR
13203,-1,Q-Learning
13204,1,CFR
13204,-1,Q-Learning
13205,1,CFR
13205,1,Q-Learning
13206,-1,CFR
13206,-1,Q-Learning
13207,-1,CFR
13207,-1,Q-Learning
13208,2,CFR
13208,1,Q-Learning
13209,-1,CFR
13209,-1,Q-Learning
13210,-1,CFR
13210,-1,Q-Learning
13211,-1,CFR
13211,1,Q-Learning
13212,-1,CFR
13212,-1,Q-Learning
13213,-1,CFR
13213,1,Q-Learning
13214,-1,CFR
13214,1,Q-Learning
13215,2,CFR
13215,1,Q-Learning
13216,-1,CFR
13216,-1,Q-Learning
13217,1,CFR
13217,1,Q-Learning
13218,-1,CFR
13218,1,Q-Learning
13219,-1,CFR
13219,-1,Q-Learning
13220,1,CFR
13220,-1,Q-Learning
13221,-2,CFR
13221,-1,Q-Learning
13222,1,CFR
13222,1,Q-Learning
13223,-2,CFR
13223,-1,Q-Learning
13224,1,CFR
13224,1,Q-Learning
13225,-1,CFR
13225,-1,Q-Learning
13226,-1,CFR
13226,-1,Q-Learning
13227,-2,CFR
13227,-1,Q-Learning
13228,1,CFR
13228,-1,Q-Learning
13229,1,CFR
13229,-1,Q-Learning
13230,-1,CFR
13230,-1,Q-Learning
13231,1,CFR
13231,-1,Q-Learning
13232,-1,CFR
13232,-1,Q-Learning
13233,1,CFR
13233,-1,Q-Learning
13234,1,CFR
13234,-1,Q-Learning
13235,-1,CFR
13235,2,Q-Learning
13236,-1,CFR
13236,-2,Q-Learning
13237,1,CFR
13237,1,Q-Learning
13238,2,CFR
13238,-1,Q-Learning
13239,1,CFR
13239,-1,Q-Learning
13240,1,CFR
13240,-2,Q-Learning
13241,-1,CFR
13241,-1,Q-Learning
13242,-1,CFR
13242,-1,Q-Learning
13243,-1,CFR
13243,-1,Q-Learning
13244,1,CFR
13244,2,Q-Learning
13245,1,CFR
13245,2,Q-Learning
13246,-1,CFR
13246,-1,Q-Learning
13247,-1,CFR
13247,-1,Q-Learning
13248,-1,CFR
13248,-1,Q-Learning
13249,1,CFR
13249,1,Q-Learning
13250,-1,CFR
13250,2,Q-Learning
13251,1,CFR
13251,1,Q-Learning
13252,2,CFR
13252,-1,Q-Learning
13253,2,CFR
13253,1,Q-Learning
13254,-1,CFR
13254,1,Q-Learning
13255,1,CFR
13255,-1,Q-Learning
13256,-2,CFR
13256,-2,Q-Learning
13257,-1,CFR
13257,1,Q-Learning
13258,-2,CFR
13258,-1,Q-Learning
13259,1,CFR
13259,-2,Q-Learning
13260,2,CFR
13260,2,Q-Learning
13261,1,CFR
13261,2,Q-Learning
13262,-1,CFR
13262,-1,Q-Learning
13263,1,CFR
13263,1,Q-Learning
13264,-1,CFR
13264,-1,Q-Learning
13265,1,CFR
13265,2,Q-Learning
13266,2,CFR
13266,1,Q-Learning
13267,1,CFR
13267,1,Q-Learning
13268,1,CFR
13268,1,Q-Learning
13269,-1,CFR
13269,-1,Q-Learning
13270,1,CFR
13270,1,Q-Learning
13271,-2,CFR
13271,1,Q-Learning
13272,-1,CFR
13272,-1,Q-Learning
13273,2,CFR
13273,-1,Q-Learning
13274,-2,CFR
13274,-1,Q-Learning
13275,1,CFR
13275,1,Q-Learning
13276,-2,CFR
13276,-2,Q-Learning
13277,1,CFR
13277,-2,Q-Learning
13278,1,CFR
13278,-1,Q-Learning
13279,-1,CFR
13279,-1,Q-Learning
13280,1,CFR
13280,1,Q-Learning
13281,2,CFR
13281,1,Q-Learning
13282,1,CFR
13282,-1,Q-Learning
13283,1,CFR
13283,-1,Q-Learning
13284,1,CFR
13284,1,Q-Learning
13285,2,CFR
13285,-1,Q-Learning
13286,1,CFR
13286,-2,Q-Learning
13287,-1,CFR
13287,-1,Q-Learning
13288,-1,CFR
13288,1,Q-Learning
13289,1,CFR
13289,-1,Q-Learning
13290,-2,CFR
13290,1,Q-Learning
13291,-1,CFR
13291,-1,Q-Learning
13292,-1,CFR
13292,-2,Q-Learning
13293,1,CFR
13293,1,Q-Learning
13294,1,CFR
13294,1,Q-Learning
13295,1,CFR
13295,-1,Q-Learning
13296,-1,CFR
13296,1,Q-Learning
13297,-1,CFR
13297,-2,Q-Learning
13298,-1,CFR
13298,-2,Q-Learning
13299,-1,CFR
13299,-1,Q-Learning
13300,-1,CFR
13300,1,Q-Learning
13301,-1,CFR
13301,1,Q-Learning
13302,-1,CFR
13302,-1,Q-Learning
13303,-1,CFR
13303,-1,Q-Learning
13304,1,CFR
13304,-1,Q-Learning
13305,1,CFR
13305,1,Q-Learning
13306,-1,CFR
13306,1,Q-Learning
13307,-1,CFR
13307,1,Q-Learning
13308,2,CFR
13308,1,Q-Learning
13309,1,CFR
13309,1,Q-Learning
13310,1,CFR
13310,2,Q-Learning
13311,2,CFR
13311,-1,Q-Learning
13312,-1,CFR
13312,1,Q-Learning
13313,-1,CFR
13313,-1,Q-Learning
13314,-1,CFR
13314,2,Q-Learning
13315,-2,CFR
13315,1,Q-Learning
13316,2,CFR
13316,-1,Q-Learning
13317,-1,CFR
13317,-1,Q-Learning
13318,-1,CFR
13318,1,Q-Learning
13319,-1,CFR
13319,-1,Q-Learning
13320,1,CFR
13320,-1,Q-Learning
13321,1,CFR
13321,1,Q-Learning
13322,1,CFR
13322,-1,Q-Learning
13323,-1,CFR
13323,-1,Q-Learning
13324,-1,CFR
13324,1,Q-Learning
13325,-1,CFR
13325,2,Q-Learning
13326,-1,CFR
13326,-1,Q-Learning
13327,-1,CFR
13327,-1,Q-Learning
13328,-1,CFR
13328,-1,Q-Learning
13329,-1,CFR
13329,-1,Q-Learning
13330,1,CFR
13330,-1,Q-Learning
13331,-2,CFR
13331,-1,Q-Learning
13332,-1,CFR
13332,1,Q-Learning
13333,1,CFR
13333,-1,Q-Learning
13334,1,CFR
13334,-1,Q-Learning
13335,-1,CFR
13335,1,Q-Learning
13336,1,CFR
13336,-1,Q-Learning
13337,1,CFR
13337,-1,Q-Learning
13338,-2,CFR
13338,-1,Q-Learning
13339,-1,CFR
13339,-1,Q-Learning
13340,-1,CFR
13340,1,Q-Learning
13341,-1,CFR
13341,-1,Q-Learning
13342,-1,CFR
13342,-1,Q-Learning
13343,1,CFR
13343,-1,Q-Learning
13344,-1,CFR
13344,2,Q-Learning
13345,-1,CFR
13345,2,Q-Learning
13346,2,CFR
13346,1,Q-Learning
13347,1,CFR
13347,2,Q-Learning
13348,1,CFR
13348,-2,Q-Learning
13349,1,CFR
13349,1,Q-Learning
13350,1,CFR
13350,1,Q-Learning
13351,-2,CFR
13351,-1,Q-Learning
13352,-1,CFR
13352,-1,Q-Learning
13353,2,CFR
13353,-1,Q-Learning
13354,1,CFR
13354,-1,Q-Learning
13355,-1,CFR
13355,-1,Q-Learning
13356,-1,CFR
13356,2,Q-Learning
13357,1,CFR
13357,2,Q-Learning
13358,1,CFR
13358,-2,Q-Learning
13359,-2,CFR
13359,-2,Q-Learning
13360,-1,CFR
13360,-1,Q-Learning
13361,-1,CFR
13361,1,Q-Learning
13362,1,CFR
13362,1,Q-Learning
13363,1,CFR
13363,-1,Q-Learning
13364,-1,CFR
13364,1,Q-Learning
13365,2,CFR
13365,-1,Q-Learning
13366,2,CFR
13366,-1,Q-Learning
13367,-1,CFR
13367,1,Q-Learning
13368,1,CFR
13368,1,Q-Learning
13369,-1,CFR
13369,1,Q-Learning
13370,1,CFR
13370,1,Q-Learning
13371,1,CFR
13371,-1,Q-Learning
13372,1,CFR
13372,1,Q-Learning
13373,-1,CFR
13373,-1,Q-Learning
13374,2,CFR
13374,1,Q-Learning
13375,-1,CFR
13375,-2,Q-Learning
13376,2,CFR
13376,1,Q-Learning
13377,-2,CFR
13377,-1,Q-Learning
13378,-2,CFR
13378,2,Q-Learning
13379,-2,CFR
13379,-1,Q-Learning
13380,1,CFR
13380,1,Q-Learning
13381,1,CFR
13381,-1,Q-Learning
13382,-1,CFR
13382,1,Q-Learning
13383,-1,CFR
13383,1,Q-Learning
13384,-1,CFR
13384,-2,Q-Learning
13385,-1,CFR
13385,-2,Q-Learning
13386,-1,CFR
13386,2,Q-Learning
13387,1,CFR
13387,1,Q-Learning
13388,-1,CFR
13388,-1,Q-Learning
13389,1,CFR
13389,-1,Q-Learning
13390,1,CFR
13390,1,Q-Learning
13391,-1,CFR
13391,-1,Q-Learning
13392,1,CFR
13392,1,Q-Learning
13393,1,CFR
13393,-1,Q-Learning
13394,1,CFR
13394,-1,Q-Learning
13395,2,CFR
13395,-1,Q-Learning
13396,2,CFR
13396,1,Q-Learning
13397,1,CFR
13397,1,Q-Learning
13398,1,CFR
13398,1,Q-Learning
13399,-2,CFR
13399,-2,Q-Learning
13400,-1,CFR
13400,1,Q-Learning
13401,1,CFR
13401,1,Q-Learning
13402,-2,CFR
13402,-1,Q-Learning
13403,1,CFR
13403,1,Q-Learning
13404,-1,CFR
13404,-1,Q-Learning
13405,2,CFR
13405,-1,Q-Learning
13406,1,CFR
13406,1,Q-Learning
13407,-1,CFR
13407,1,Q-Learning
13408,-1,CFR
13408,-1,Q-Learning
13409,-1,CFR
13409,-2,Q-Learning
13410,-1,CFR
13410,1,Q-Learning
13411,2,CFR
13411,1,Q-Learning
13412,1,CFR
13412,-1,Q-Learning
13413,2,CFR
13413,-1,Q-Learning
13414,1,CFR
13414,-1,Q-Learning
13415,1,CFR
13415,1,Q-Learning
13416,2,CFR
13416,-1,Q-Learning
13417,1,CFR
13417,1,Q-Learning
13418,-1,CFR
13418,1,Q-Learning
13419,1,CFR
13419,2,Q-Learning
13420,-1,CFR
13420,1,Q-Learning
13421,2,CFR
13421,-1,Q-Learning
13422,1,CFR
13422,-1,Q-Learning
13423,-1,CFR
13423,1,Q-Learning
13424,1,CFR
13424,-1,Q-Learning
13425,-2,CFR
13425,1,Q-Learning
13426,-1,CFR
13426,-1,Q-Learning
13427,-1,CFR
13427,-1,Q-Learning
13428,-1,CFR
13428,1,Q-Learning
13429,-1,CFR
13429,-1,Q-Learning
13430,1,CFR
13430,1,Q-Learning
13431,-1,CFR
13431,-1,Q-Learning
13432,1,CFR
13432,-1,Q-Learning
13433,2,CFR
13433,1,Q-Learning
13434,1,CFR
13434,1,Q-Learning
13435,-1,CFR
13435,-1,Q-Learning
13436,-1,CFR
13436,1,Q-Learning
13437,-1,CFR
13437,-1,Q-Learning
13438,-1,CFR
13438,-1,Q-Learning
13439,1,CFR
13439,-1,Q-Learning
13440,1,CFR
13440,1,Q-Learning
13441,1,CFR
13441,1,Q-Learning
13442,-1,CFR
13442,-1,Q-Learning
13443,1,CFR
13443,-1,Q-Learning
13444,-1,CFR
13444,-1,Q-Learning
13445,-2,CFR
13445,1,Q-Learning
13446,-2,CFR
13446,1,Q-Learning
13447,1,CFR
13447,1,Q-Learning
13448,2,CFR
13448,1,Q-Learning
13449,-1,CFR
13449,1,Q-Learning
13450,2,CFR
13450,-1,Q-Learning
13451,1,CFR
13451,-1,Q-Learning
13452,-1,CFR
13452,-1,Q-Learning
13453,1,CFR
13453,1,Q-Learning
13454,-1,CFR
13454,1,Q-Learning
13455,-2,CFR
13455,-1,Q-Learning
13456,1,CFR
13456,-1,Q-Learning
13457,-1,CFR
13457,1,Q-Learning
13458,-1,CFR
13458,1,Q-Learning
13459,2,CFR
13459,-1,Q-Learning
13460,1,CFR
13460,-1,Q-Learning
13461,-1,CFR
13461,-1,Q-Learning
13462,2,CFR
13462,1,Q-Learning
13463,-2,CFR
13463,1,Q-Learning
13464,-2,CFR
13464,-1,Q-Learning
13465,-1,CFR
13465,-1,Q-Learning
13466,2,CFR
13466,-1,Q-Learning
13467,-1,CFR
13467,1,Q-Learning
13468,-2,CFR
13468,1,Q-Learning
13469,-2,CFR
13469,-1,Q-Learning
13470,-1,CFR
13470,-1,Q-Learning
13471,-1,CFR
13471,1,Q-Learning
13472,1,CFR
13472,-1,Q-Learning
13473,-1,CFR
13473,1,Q-Learning
13474,1,CFR
13474,-1,Q-Learning
13475,2,CFR
13475,1,Q-Learning
13476,-2,CFR
13476,-1,Q-Learning
13477,1,CFR
13477,-1,Q-Learning
13478,2,CFR
13478,2,Q-Learning
13479,-1,CFR
13479,1,Q-Learning
13480,-1,CFR
13480,-1,Q-Learning
13481,1,CFR
13481,1,Q-Learning
13482,2,CFR
13482,1,Q-Learning
13483,-1,CFR
13483,1,Q-Learning
13484,-1,CFR
13484,-1,Q-Learning
13485,2,CFR
13485,1,Q-Learning
13486,2,CFR
13486,1,Q-Learning
13487,1,CFR
13487,1,Q-Learning
13488,1,CFR
13488,1,Q-Learning
13489,-2,CFR
13489,1,Q-Learning
13490,-1,CFR
13490,1,Q-Learning
13491,-1,CFR
13491,-1,Q-Learning
13492,1,CFR
13492,-1,Q-Learning
13493,1,CFR
13493,1,Q-Learning
13494,1,CFR
13494,1,Q-Learning
13495,1,CFR
13495,1,Q-Learning
13496,-2,CFR
13496,1,Q-Learning
13497,1,CFR
13497,-1,Q-Learning
13498,-1,CFR
13498,1,Q-Learning
13499,-1,CFR
13499,1,Q-Learning
13500,1,CFR
13500,1,Q-Learning
13501,-1,CFR
13501,-1,Q-Learning
13502,2,CFR
13502,1,Q-Learning
13503,-1,CFR
13503,-1,Q-Learning
13504,1,CFR
13504,1,Q-Learning
13505,1,CFR
13505,-1,Q-Learning
13506,-1,CFR
13506,-1,Q-Learning
13507,-1,CFR
13507,1,Q-Learning
13508,1,CFR
13508,-1,Q-Learning
13509,1,CFR
13509,1,Q-Learning
13510,1,CFR
13510,-1,Q-Learning
13511,-1,CFR
13511,-1,Q-Learning
13512,-1,CFR
13512,1,Q-Learning
13513,-1,CFR
13513,1,Q-Learning
13514,-1,CFR
13514,-1,Q-Learning
13515,2,CFR
13515,1,Q-Learning
13516,-1,CFR
13516,-1,Q-Learning
13517,-1,CFR
13517,2,Q-Learning
13518,-1,CFR
13518,-1,Q-Learning
13519,-1,CFR
13519,1,Q-Learning
13520,1,CFR
13520,1,Q-Learning
13521,-2,CFR
13521,1,Q-Learning
13522,-1,CFR
13522,1,Q-Learning
13523,1,CFR
13523,1,Q-Learning
13524,1,CFR
13524,-1,Q-Learning
13525,-1,CFR
13525,1,Q-Learning
13526,-1,CFR
13526,1,Q-Learning
13527,-1,CFR
13527,-1,Q-Learning
13528,1,CFR
13528,1,Q-Learning
13529,1,CFR
13529,-1,Q-Learning
13530,1,CFR
13530,-1,Q-Learning
13531,-1,CFR
13531,-1,Q-Learning
13532,2,CFR
13532,1,Q-Learning
13533,-1,CFR
13533,1,Q-Learning
13534,-2,CFR
13534,1,Q-Learning
13535,1,CFR
13535,1,Q-Learning
13536,2,CFR
13536,-1,Q-Learning
13537,1,CFR
13537,-1,Q-Learning
13538,-1,CFR
13538,1,Q-Learning
13539,-1,CFR
13539,2,Q-Learning
13540,1,CFR
13540,1,Q-Learning
13541,1,CFR
13541,1,Q-Learning
13542,-1,CFR
13542,1,Q-Learning
13543,1,CFR
13543,1,Q-Learning
13544,-1,CFR
13544,-1,Q-Learning
13545,1,CFR
13545,-1,Q-Learning
13546,1,CFR
13546,1,Q-Learning
13547,-1,CFR
13547,-1,Q-Learning
13548,2,CFR
13548,1,Q-Learning
13549,-1,CFR
13549,1,Q-Learning
13550,2,CFR
13550,-1,Q-Learning
13551,-2,CFR
13551,-1,Q-Learning
13552,-1,CFR
13552,-1,Q-Learning
13553,-1,CFR
13553,1,Q-Learning
13554,-1,CFR
13554,-1,Q-Learning
13555,-1,CFR
13555,1,Q-Learning
13556,1,CFR
13556,-1,Q-Learning
13557,-1,CFR
13557,1,Q-Learning
13558,-1,CFR
13558,1,Q-Learning
13559,-1,CFR
13559,-1,Q-Learning
13560,1,CFR
13560,1,Q-Learning
13561,-1,CFR
13561,-1,Q-Learning
13562,1,CFR
13562,-1,Q-Learning
13563,2,CFR
13563,-1,Q-Learning
13564,-1,CFR
13564,1,Q-Learning
13565,-1,CFR
13565,-1,Q-Learning
13566,-1,CFR
13566,-1,Q-Learning
13567,1,CFR
13567,-1,Q-Learning
13568,-1,CFR
13568,1,Q-Learning
13569,-2,CFR
13569,-1,Q-Learning
13570,-1,CFR
13570,-1,Q-Learning
13571,2,CFR
13571,1,Q-Learning
13572,-2,CFR
13572,-1,Q-Learning
13573,-2,CFR
13573,1,Q-Learning
13574,1,CFR
13574,1,Q-Learning
13575,1,CFR
13575,1,Q-Learning
13576,1,CFR
13576,1,Q-Learning
13577,1,CFR
13577,-1,Q-Learning
13578,1,CFR
13578,1,Q-Learning
13579,1,CFR
13579,1,Q-Learning
13580,-1,CFR
13580,1,Q-Learning
13581,-1,CFR
13581,1,Q-Learning
13582,-2,CFR
13582,-1,Q-Learning
13583,2,CFR
13583,1,Q-Learning
13584,1,CFR
13584,1,Q-Learning
13585,-1,CFR
13585,-1,Q-Learning
13586,1,CFR
13586,-1,Q-Learning
13587,-1,CFR
13587,-1,Q-Learning
13588,-1,CFR
13588,1,Q-Learning
13589,1,CFR
13589,-1,Q-Learning
13590,-1,CFR
13590,1,Q-Learning
13591,1,CFR
13591,2,Q-Learning
13592,-1,CFR
13592,-1,Q-Learning
13593,1,CFR
13593,-1,Q-Learning
13594,2,CFR
13594,-1,Q-Learning
13595,-1,CFR
13595,-1,Q-Learning
13596,1,CFR
13596,1,Q-Learning
13597,-1,CFR
13597,-1,Q-Learning
13598,-2,CFR
13598,-1,Q-Learning
13599,1,CFR
13599,-1,Q-Learning
13600,-1,CFR
13600,-1,Q-Learning
13601,-1,CFR
13601,2,Q-Learning
13602,-1,CFR
13602,1,Q-Learning
13603,1,CFR
13603,1,Q-Learning
13604,1,CFR
13604,1,Q-Learning
13605,1,CFR
13605,-1,Q-Learning
13606,1,CFR
13606,1,Q-Learning
13607,-1,CFR
13607,-1,Q-Learning
13608,-1,CFR
13608,-1,Q-Learning
13609,1,CFR
13609,1,Q-Learning
13610,2,CFR
13610,1,Q-Learning
13611,-1,CFR
13611,1,Q-Learning
13612,1,CFR
13612,1,Q-Learning
13613,1,CFR
13613,-1,Q-Learning
13614,1,CFR
13614,-1,Q-Learning
13615,-1,CFR
13615,1,Q-Learning
13616,1,CFR
13616,1,Q-Learning
13617,1,CFR
13617,-1,Q-Learning
13618,-1,CFR
13618,-1,Q-Learning
13619,1,CFR
13619,-1,Q-Learning
13620,2,CFR
13620,1,Q-Learning
13621,1,CFR
13621,-1,Q-Learning
13622,-1,CFR
13622,1,Q-Learning
13623,1,CFR
13623,1,Q-Learning
13624,2,CFR
13624,1,Q-Learning
13625,-2,CFR
13625,-1,Q-Learning
13626,1,CFR
13626,1,Q-Learning
13627,-2,CFR
13627,-1,Q-Learning
13628,1,CFR
13628,-1,Q-Learning
13629,-1,CFR
13629,-1,Q-Learning
13630,1,CFR
13630,-1,Q-Learning
13631,1,CFR
13631,-1,Q-Learning
13632,-2,CFR
13632,-1,Q-Learning
13633,-1,CFR
13633,1,Q-Learning
13634,-1,CFR
13634,1,Q-Learning
13635,1,CFR
13635,1,Q-Learning
13636,-1,CFR
13636,-1,Q-Learning
13637,-2,CFR
13637,2,Q-Learning
13638,-1,CFR
13638,-1,Q-Learning
13639,-1,CFR
13639,1,Q-Learning
13640,1,CFR
13640,-2,Q-Learning
13641,1,CFR
13641,-1,Q-Learning
13642,1,CFR
13642,2,Q-Learning
13643,-1,CFR
13643,1,Q-Learning
13644,-1,CFR
13644,-1,Q-Learning
13645,1,CFR
13645,1,Q-Learning
13646,1,CFR
13646,-1,Q-Learning
13647,1,CFR
13647,-1,Q-Learning
13648,-1,CFR
13648,-2,Q-Learning
13649,1,CFR
13649,2,Q-Learning
13650,-2,CFR
13650,2,Q-Learning
13651,1,CFR
13651,2,Q-Learning
13652,-2,CFR
13652,-1,Q-Learning
13653,-2,CFR
13653,-1,Q-Learning
13654,2,CFR
13654,-1,Q-Learning
13655,1,CFR
13655,2,Q-Learning
13656,-1,CFR
13656,2,Q-Learning
13657,1,CFR
13657,-1,Q-Learning
13658,1,CFR
13658,-1,Q-Learning
13659,1,CFR
13659,-1,Q-Learning
13660,1,CFR
13660,1,Q-Learning
13661,-1,CFR
13661,-1,Q-Learning
13662,1,CFR
13662,1,Q-Learning
13663,-1,CFR
13663,-1,Q-Learning
13664,-1,CFR
13664,-1,Q-Learning
13665,-1,CFR
13665,-1,Q-Learning
13666,1,CFR
13666,-1,Q-Learning
13667,1,CFR
13667,-1,Q-Learning
13668,-1,CFR
13668,1,Q-Learning
13669,-2,CFR
13669,2,Q-Learning
13670,-1,CFR
13670,-1,Q-Learning
13671,-1,CFR
13671,-1,Q-Learning
13672,1,CFR
13672,-1,Q-Learning
13673,1,CFR
13673,-1,Q-Learning
13674,-1,CFR
13674,-1,Q-Learning
13675,1,CFR
13675,2,Q-Learning
13676,2,CFR
13676,-1,Q-Learning
13677,1,CFR
13677,1,Q-Learning
13678,1,CFR
13678,1,Q-Learning
13679,-1,CFR
13679,-2,Q-Learning
13680,1,CFR
13680,1,Q-Learning
13681,1,CFR
13681,1,Q-Learning
13682,-1,CFR
13682,-1,Q-Learning
13683,1,CFR
13683,-1,Q-Learning
13684,-1,CFR
13684,-1,Q-Learning
13685,-1,CFR
13685,-1,Q-Learning
13686,1,CFR
13686,-1,Q-Learning
13687,-1,CFR
13687,2,Q-Learning
13688,-1,CFR
13688,-1,Q-Learning
13689,1,CFR
13689,-1,Q-Learning
13690,-2,CFR
13690,-1,Q-Learning
13691,-1,CFR
13691,1,Q-Learning
13692,-1,CFR
13692,-1,Q-Learning
13693,-1,CFR
13693,-1,Q-Learning
13694,1,CFR
13694,-2,Q-Learning
13695,1,CFR
13695,1,Q-Learning
13696,2,CFR
13696,-1,Q-Learning
13697,-1,CFR
13697,1,Q-Learning
13698,1,CFR
13698,1,Q-Learning
13699,1,CFR
13699,-1,Q-Learning
13700,1,CFR
13700,1,Q-Learning
13701,-2,CFR
13701,-1,Q-Learning
13702,1,CFR
13702,-1,Q-Learning
13703,2,CFR
13703,-1,Q-Learning
13704,-1,CFR
13704,1,Q-Learning
13705,-1,CFR
13705,1,Q-Learning
13706,1,CFR
13706,1,Q-Learning
13707,-1,CFR
13707,-1,Q-Learning
13708,-1,CFR
13708,-1,Q-Learning
13709,-1,CFR
13709,1,Q-Learning
13710,-1,CFR
13710,-1,Q-Learning
13711,-1,CFR
13711,-1,Q-Learning
13712,-1,CFR
13712,-1,Q-Learning
13713,-1,CFR
13713,1,Q-Learning
13714,1,CFR
13714,1,Q-Learning
13715,-2,CFR
13715,1,Q-Learning
13716,1,CFR
13716,-1,Q-Learning
13717,1,CFR
13717,-1,Q-Learning
13718,-1,CFR
13718,1,Q-Learning
13719,1,CFR
13719,-1,Q-Learning
13720,-1,CFR
13720,-1,Q-Learning
13721,1,CFR
13721,-1,Q-Learning
13722,-1,CFR
13722,-1,Q-Learning
13723,-1,CFR
13723,1,Q-Learning
13724,-1,CFR
13724,-1,Q-Learning
13725,-2,CFR
13725,-1,Q-Learning
13726,1,CFR
13726,1,Q-Learning
13727,1,CFR
13727,1,Q-Learning
13728,-1,CFR
13728,1,Q-Learning
13729,1,CFR
13729,1,Q-Learning
13730,-1,CFR
13730,-1,Q-Learning
13731,-2,CFR
13731,1,Q-Learning
13732,-1,CFR
13732,-1,Q-Learning
13733,1,CFR
13733,-1,Q-Learning
13734,-1,CFR
13734,1,Q-Learning
13735,1,CFR
13735,1,Q-Learning
13736,1,CFR
13736,-1,Q-Learning
13737,-1,CFR
13737,-1,Q-Learning
13738,1,CFR
13738,1,Q-Learning
13739,-1,CFR
13739,1,Q-Learning
13740,-1,CFR
13740,-1,Q-Learning
13741,1,CFR
13741,-1,Q-Learning
13742,1,CFR
13742,1,Q-Learning
13743,-1,CFR
13743,-1,Q-Learning
13744,-1,CFR
13744,-2,Q-Learning
13745,2,CFR
13745,2,Q-Learning
13746,2,CFR
13746,-1,Q-Learning
13747,2,CFR
13747,-1,Q-Learning
13748,-1,CFR
13748,1,Q-Learning
13749,-1,CFR
13749,-1,Q-Learning
13750,-1,CFR
13750,-1,Q-Learning
13751,-1,CFR
13751,-1,Q-Learning
13752,2,CFR
13752,-1,Q-Learning
13753,2,CFR
13753,1,Q-Learning
13754,2,CFR
13754,1,Q-Learning
13755,1,CFR
13755,1,Q-Learning
13756,1,CFR
13756,-1,Q-Learning
13757,-2,CFR
13757,-1,Q-Learning
13758,-1,CFR
13758,-1,Q-Learning
13759,-1,CFR
13759,-1,Q-Learning
13760,-1,CFR
13760,2,Q-Learning
13761,-1,CFR
13761,1,Q-Learning
13762,-2,CFR
13762,1,Q-Learning
13763,1,CFR
13763,1,Q-Learning
13764,-1,CFR
13764,1,Q-Learning
13765,-1,CFR
13765,-1,Q-Learning
13766,-1,CFR
13766,1,Q-Learning
13767,-2,CFR
13767,-1,Q-Learning
13768,1,CFR
13768,-1,Q-Learning
13769,1,CFR
13769,1,Q-Learning
13770,-1,CFR
13770,-1,Q-Learning
13771,-1,CFR
13771,2,Q-Learning
13772,-1,CFR
13772,1,Q-Learning
13773,1,CFR
13773,1,Q-Learning
13774,1,CFR
13774,-1,Q-Learning
13775,1,CFR
13775,1,Q-Learning
13776,-1,CFR
13776,-1,Q-Learning
13777,1,CFR
13777,-1,Q-Learning
13778,-2,CFR
13778,-1,Q-Learning
13779,-2,CFR
13779,-1,Q-Learning
13780,-1,CFR
13780,-1,Q-Learning
13781,1,CFR
13781,1,Q-Learning
13782,1,CFR
13782,-1,Q-Learning
13783,-1,CFR
13783,-1,Q-Learning
13784,-1,CFR
13784,-1,Q-Learning
13785,1,CFR
13785,1,Q-Learning
13786,-1,CFR
13786,-1,Q-Learning
13787,1,CFR
13787,-1,Q-Learning
13788,-1,CFR
13788,1,Q-Learning
13789,-2,CFR
13789,-2,Q-Learning
13790,-1,CFR
13790,1,Q-Learning
13791,-1,CFR
13791,1,Q-Learning
13792,1,CFR
13792,1,Q-Learning
13793,1,CFR
13793,-1,Q-Learning
13794,1,CFR
13794,-1,Q-Learning
13795,1,CFR
13795,1,Q-Learning
13796,-2,CFR
13796,-1,Q-Learning
13797,-1,CFR
13797,-1,Q-Learning
13798,1,CFR
13798,1,Q-Learning
13799,1,CFR
13799,-1,Q-Learning
13800,-2,CFR
13800,1,Q-Learning
13801,1,CFR
13801,1,Q-Learning
13802,2,CFR
13802,1,Q-Learning
13803,1,CFR
13803,1,Q-Learning
13804,-1,CFR
13804,-2,Q-Learning
13805,1,CFR
13805,1,Q-Learning
13806,-1,CFR
13806,1,Q-Learning
13807,-2,CFR
13807,1,Q-Learning
13808,-1,CFR
13808,1,Q-Learning
13809,1,CFR
13809,1,Q-Learning
13810,1,CFR
13810,1,Q-Learning
13811,1,CFR
13811,1,Q-Learning
13812,-1,CFR
13812,-1,Q-Learning
13813,-1,CFR
13813,-1,Q-Learning
13814,1,CFR
13814,-1,Q-Learning
