episode,reward,agent
12549,-1,CFR
12549,1,Q-Learning
12550,-1,CFR
12550,-1,Q-Learning
12551,-1,CFR
12551,-1,Q-Learning
12552,-1,CFR
12552,1,Q-Learning
12553,-2,CFR
12553,-1,Q-Learning
12554,-1,CFR
12554,-1,Q-Learning
12555,1,CFR
12555,-1,Q-Learning
12556,-1,CFR
12556,1,Q-Learning
12557,1,CFR
12557,1,Q-Learning
12558,-1,CFR
12558,1,Q-Learning
12559,-1,CFR
12559,2,Q-Learning
12560,1,CFR
12560,-1,Q-Learning
12561,2,CFR
12561,-1,Q-Learning
12562,1,CFR
12562,-1,Q-Learning
12563,1,CFR
12563,-1,Q-Learning
12564,-1,CFR
12564,2,Q-Learning
12565,-1,CFR
12565,-1,Q-Learning
12566,1,CFR
12566,-2,Q-Learning
12567,-1,CFR
12567,-1,Q-Learning
12568,1,CFR
12568,-1,Q-Learning
12569,-1,CFR
12569,1,Q-Learning
12570,-1,CFR
12570,1,Q-Learning
12571,-1,CFR
12571,-1,Q-Learning
12572,-1,CFR
12572,1,Q-Learning
12573,1,CFR
12573,-1,Q-Learning
12574,-1,CFR
12574,2,Q-Learning
12575,1,CFR
12575,-1,Q-Learning
12576,1,CFR
12576,-1,Q-Learning
12577,1,CFR
12577,-1,Q-Learning
12578,-1,CFR
12578,-1,Q-Learning
12579,-2,CFR
12579,-1,Q-Learning
12580,-1,CFR
12580,-1,Q-Learning
12581,2,CFR
12581,1,Q-Learning
12582,1,CFR
12582,-1,Q-Learning
12583,-1,CFR
12583,-1,Q-Learning
12584,-1,CFR
12584,1,Q-Learning
12585,-1,CFR
12585,-1,Q-Learning
12586,-1,CFR
12586,-1,Q-Learning
12587,-1,CFR
12587,-1,Q-Learning
12588,-1,CFR
12588,1,Q-Learning
12589,1,CFR
12589,2,Q-Learning
12590,-2,CFR
12590,-1,Q-Learning
12591,1,CFR
12591,-1,Q-Learning
12592,-1,CFR
12592,-1,Q-Learning
12593,-1,CFR
12593,2,Q-Learning
12594,2,CFR
12594,-1,Q-Learning
12595,1,CFR
12595,-2,Q-Learning
12596,-1,CFR
12596,1,Q-Learning
12597,2,CFR
12597,-1,Q-Learning
12598,-1,CFR
12598,-1,Q-Learning
12599,1,CFR
12599,-1,Q-Learning
12600,-2,CFR
12600,2,Q-Learning
12601,-1,CFR
12601,-1,Q-Learning
12602,1,CFR
12602,2,Q-Learning
12603,-1,CFR
12603,-1,Q-Learning
12604,-2,CFR
12604,-1,Q-Learning
12605,1,CFR
12605,-1,Q-Learning
12606,-1,CFR
12606,-1,Q-Learning
12607,-1,CFR
12607,1,Q-Learning
12608,1,CFR
12608,2,Q-Learning
12609,-2,CFR
12609,2,Q-Learning
12610,1,CFR
12610,1,Q-Learning
12611,2,CFR
12611,-1,Q-Learning
12612,1,CFR
12612,-1,Q-Learning
12613,-2,CFR
12613,2,Q-Learning
12614,-1,CFR
12614,-1,Q-Learning
12615,1,CFR
12615,2,Q-Learning
12616,-2,CFR
12616,-1,Q-Learning
12617,-2,CFR
12617,2,Q-Learning
12618,1,CFR
12618,1,Q-Learning
12619,1,CFR
12619,-1,Q-Learning
12620,1,CFR
12620,-1,Q-Learning
12621,1,CFR
12621,1,Q-Learning
12622,1,CFR
12622,1,Q-Learning
12623,-2,CFR
12623,1,Q-Learning
12624,1,CFR
12624,-1,Q-Learning
12625,1,CFR
12625,-1,Q-Learning
12626,2,CFR
12626,-1,Q-Learning
12627,-1,CFR
12627,-1,Q-Learning
12628,1,CFR
12628,-1,Q-Learning
12629,-1,CFR
12629,-1,Q-Learning
12630,-1,CFR
12630,-1,Q-Learning
12631,1,CFR
12631,1,Q-Learning
12632,1,CFR
12632,2,Q-Learning
12633,1,CFR
12633,-1,Q-Learning
12634,1,CFR
12634,-1,Q-Learning
12635,-1,CFR
12635,1,Q-Learning
12636,-2,CFR
12636,-1,Q-Learning
12637,1,CFR
12637,1,Q-Learning
12638,-1,CFR
12638,-1,Q-Learning
12639,1,CFR
12639,2,Q-Learning
12640,2,CFR
12640,2,Q-Learning
12641,1,CFR
12641,-1,Q-Learning
12642,-1,CFR
12642,-1,Q-Learning
12643,1,CFR
12643,-1,Q-Learning
12644,1,CFR
12644,1,Q-Learning
12645,-1,CFR
12645,2,Q-Learning
12646,2,CFR
12646,2,Q-Learning
12647,1,CFR
12647,-1,Q-Learning
12648,-1,CFR
12648,1,Q-Learning
12649,-1,CFR
12649,1,Q-Learning
12650,-1,CFR
12650,-1,Q-Learning
12651,-1,CFR
12651,1,Q-Learning
12652,-1,CFR
12652,1,Q-Learning
12653,-2,CFR
12653,-1,Q-Learning
12654,1,CFR
12654,1,Q-Learning
12655,-2,CFR
12655,-2,Q-Learning
12656,-1,CFR
12656,-1,Q-Learning
12657,1,CFR
12657,-1,Q-Learning
12658,-1,CFR
12658,1,Q-Learning
12659,2,CFR
12659,1,Q-Learning
12660,-1,CFR
12660,-1,Q-Learning
12661,1,CFR
12661,1,Q-Learning
12662,-1,CFR
12662,-1,Q-Learning
12663,-1,CFR
12663,-1,Q-Learning
12664,1,CFR
12664,-1,Q-Learning
12665,-2,CFR
12665,-1,Q-Learning
12666,-1,CFR
12666,-1,Q-Learning
12667,-1,CFR
12667,1,Q-Learning
12668,-1,CFR
12668,2,Q-Learning
12669,1,CFR
12669,1,Q-Learning
12670,-1,CFR
12670,-1,Q-Learning
12671,-1,CFR
12671,-1,Q-Learning
12672,-1,CFR
12672,1,Q-Learning
12673,-2,CFR
12673,2,Q-Learning
12674,1,CFR
12674,-1,Q-Learning
12675,1,CFR
12675,-1,Q-Learning
12676,-2,CFR
12676,2,Q-Learning
12677,-1,CFR
12677,-1,Q-Learning
12678,-1,CFR
12678,-1,Q-Learning
12679,1,CFR
12679,-1,Q-Learning
12680,1,CFR
12680,-1,Q-Learning
12681,1,CFR
12681,-1,Q-Learning
12682,1,CFR
12682,-2,Q-Learning
12683,2,CFR
12683,1,Q-Learning
12684,-1,CFR
12684,-1,Q-Learning
12685,1,CFR
12685,-1,Q-Learning
12686,2,CFR
12686,-1,Q-Learning
12687,1,CFR
12687,1,Q-Learning
12688,-1,CFR
12688,1,Q-Learning
12689,-1,CFR
12689,1,Q-Learning
12690,1,CFR
12690,-1,Q-Learning
12691,1,CFR
12691,1,Q-Learning
12692,-1,CFR
12692,-1,Q-Learning
12693,-2,CFR
12693,1,Q-Learning
12694,1,CFR
12694,-1,Q-Learning
12695,1,CFR
12695,1,Q-Learning
12696,-1,CFR
12696,-1,Q-Learning
12697,1,CFR
12697,-1,Q-Learning
12698,1,CFR
12698,-1,Q-Learning
12699,-1,CFR
12699,1,Q-Learning
12700,-1,CFR
12700,-1,Q-Learning
12701,-1,CFR
12701,-1,Q-Learning
12702,-1,CFR
12702,1,Q-Learning
12703,-1,CFR
12703,-1,Q-Learning
12704,-1,CFR
12704,-1,Q-Learning
12705,-1,CFR
12705,1,Q-Learning
12706,1,CFR
12706,-2,Q-Learning
12707,2,CFR
12707,1,Q-Learning
12708,1,CFR
12708,2,Q-Learning
12709,1,CFR
12709,1,Q-Learning
12710,-1,CFR
12710,1,Q-Learning
12711,-2,CFR
12711,-1,Q-Learning
12712,1,CFR
12712,1,Q-Learning
12713,-1,CFR
12713,1,Q-Learning
12714,-2,CFR
12714,1,Q-Learning
12715,-2,CFR
12715,1,Q-Learning
12716,1,CFR
12716,-1,Q-Learning
12717,1,CFR
12717,1,Q-Learning
12718,-1,CFR
12718,-1,Q-Learning
12719,1,CFR
12719,1,Q-Learning
12720,1,CFR
12720,-1,Q-Learning
12721,-1,CFR
12721,-1,Q-Learning
12722,1,CFR
12722,-1,Q-Learning
12723,-2,CFR
12723,-1,Q-Learning
12724,1,CFR
12724,-1,Q-Learning
12725,1,CFR
12725,-1,Q-Learning
12726,-2,CFR
12726,-1,Q-Learning
12727,1,CFR
12727,-1,Q-Learning
12728,-1,CFR
12728,-1,Q-Learning
12729,1,CFR
12729,1,Q-Learning
12730,-2,CFR
12730,1,Q-Learning
12731,-1,CFR
12731,1,Q-Learning
12732,-2,CFR
12732,1,Q-Learning
12733,-1,CFR
12733,1,Q-Learning
12734,-1,CFR
12734,1,Q-Learning
12735,1,CFR
12735,1,Q-Learning
12736,-2,CFR
12736,-2,Q-Learning
12737,-2,CFR
12737,-1,Q-Learning
12738,2,CFR
12738,-1,Q-Learning
12739,1,CFR
12739,1,Q-Learning
12740,-1,CFR
12740,1,Q-Learning
12741,-1,CFR
12741,1,Q-Learning
12742,-1,CFR
12742,-1,Q-Learning
12743,-1,CFR
12743,1,Q-Learning
12744,1,CFR
12744,-1,Q-Learning
12745,-1,CFR
12745,1,Q-Learning
12746,2,CFR
12746,-1,Q-Learning
12747,1,CFR
12747,1,Q-Learning
12748,-1,CFR
12748,2,Q-Learning
12749,1,CFR
12749,-1,Q-Learning
12750,1,CFR
12750,-1,Q-Learning
12751,1,CFR
12751,2,Q-Learning
12752,-1,CFR
12752,-1,Q-Learning
12753,1,CFR
12753,1,Q-Learning
12754,-1,CFR
12754,-1,Q-Learning
12755,1,CFR
12755,-1,Q-Learning
12756,-1,CFR
12756,-1,Q-Learning
12757,-1,CFR
12757,-1,Q-Learning
12758,-1,CFR
12758,1,Q-Learning
12759,-1,CFR
12759,-1,Q-Learning
12760,1,CFR
12760,-1,Q-Learning
12761,-1,CFR
12761,-1,Q-Learning
12762,-1,CFR
12762,-1,Q-Learning
12763,2,CFR
12763,-1,Q-Learning
12764,-1,CFR
12764,-1,Q-Learning
12765,1,CFR
12765,1,Q-Learning
12766,-1,CFR
12766,1,Q-Learning
12767,-1,CFR
12767,2,Q-Learning
12768,2,CFR
12768,-1,Q-Learning
12769,-1,CFR
12769,1,Q-Learning
12770,1,CFR
12770,-1,Q-Learning
12771,1,CFR
12771,-1,Q-Learning
12772,-2,CFR
12772,-1,Q-Learning
12773,-1,CFR
12773,1,Q-Learning
12774,-1,CFR
12774,-1,Q-Learning
12775,-1,CFR
12775,-1,Q-Learning
12776,-1,CFR
12776,1,Q-Learning
12777,-2,CFR
12777,1,Q-Learning
12778,-1,CFR
12778,1,Q-Learning
12779,1,CFR
12779,1,Q-Learning
12780,1,CFR
12780,-1,Q-Learning
12781,-1,CFR
12781,-2,Q-Learning
12782,2,CFR
12782,1,Q-Learning
12783,-1,CFR
12783,-1,Q-Learning
12784,-1,CFR
12784,1,Q-Learning
12785,-1,CFR
12785,-1,Q-Learning
12786,-1,CFR
12786,1,Q-Learning
12787,1,CFR
12787,-1,Q-Learning
12788,-1,CFR
12788,-1,Q-Learning
12789,-1,CFR
12789,1,Q-Learning
12790,-1,CFR
12790,-1,Q-Learning
12791,-2,CFR
12791,-1,Q-Learning
12792,1,CFR
12792,1,Q-Learning
12793,1,CFR
12793,1,Q-Learning
12794,2,CFR
12794,-1,Q-Learning
12795,-1,CFR
12795,1,Q-Learning
12796,-1,CFR
12796,-1,Q-Learning
12797,-2,CFR
12797,-1,Q-Learning
12798,-1,CFR
12798,-1,Q-Learning
12799,-1,CFR
12799,-1,Q-Learning
12800,-2,CFR
12800,1,Q-Learning
12801,1,CFR
12801,-1,Q-Learning
12802,-1,CFR
12802,1,Q-Learning
12803,1,CFR
12803,-2,Q-Learning
12804,1,CFR
12804,-1,Q-Learning
12805,-1,CFR
12805,1,Q-Learning
12806,1,CFR
12806,-1,Q-Learning
12807,1,CFR
12807,1,Q-Learning
12808,-1,CFR
12808,-1,Q-Learning
12809,-1,CFR
12809,-1,Q-Learning
12810,1,CFR
12810,1,Q-Learning
12811,-1,CFR
12811,-1,Q-Learning
12812,1,CFR
12812,1,Q-Learning
12813,1,CFR
12813,-1,Q-Learning
12814,1,CFR
12814,1,Q-Learning
12815,2,CFR
12815,-1,Q-Learning
12816,2,CFR
12816,1,Q-Learning
12817,2,CFR
12817,-1,Q-Learning
12818,1,CFR
12818,1,Q-Learning
12819,1,CFR
12819,-1,Q-Learning
12820,1,CFR
12820,-1,Q-Learning
12821,1,CFR
12821,-1,Q-Learning
12822,2,CFR
12822,1,Q-Learning
12823,1,CFR
12823,-1,Q-Learning
12824,1,CFR
12824,-1,Q-Learning
12825,1,CFR
12825,1,Q-Learning
12826,1,CFR
12826,-1,Q-Learning
12827,-2,CFR
12827,-1,Q-Learning
12828,-2,CFR
12828,1,Q-Learning
12829,1,CFR
12829,1,Q-Learning
12830,1,CFR
12830,1,Q-Learning
12831,1,CFR
12831,1,Q-Learning
12832,1,CFR
12832,-1,Q-Learning
12833,-1,CFR
12833,1,Q-Learning
12834,2,CFR
12834,-1,Q-Learning
12835,-2,CFR
12835,-1,Q-Learning
12836,-2,CFR
12836,-1,Q-Learning
12837,-1,CFR
12837,1,Q-Learning
12838,-1,CFR
12838,-1,Q-Learning
12839,-1,CFR
12839,1,Q-Learning
12840,1,CFR
12840,1,Q-Learning
12841,2,CFR
12841,-1,Q-Learning
12842,1,CFR
12842,1,Q-Learning
12843,1,CFR
12843,1,Q-Learning
12844,-1,CFR
12844,-1,Q-Learning
12845,-1,CFR
12845,1,Q-Learning
12846,-1,CFR
12846,1,Q-Learning
12847,-1,CFR
12847,-1,Q-Learning
12848,-1,CFR
12848,-1,Q-Learning
12849,-2,CFR
12849,-1,Q-Learning
12850,1,CFR
12850,1,Q-Learning
12851,1,CFR
12851,-1,Q-Learning
12852,-1,CFR
12852,1,Q-Learning
12853,-1,CFR
12853,-1,Q-Learning
12854,1,CFR
12854,1,Q-Learning
12855,-2,CFR
12855,1,Q-Learning
12856,1,CFR
12856,-1,Q-Learning
12857,-1,CFR
12857,1,Q-Learning
12858,1,CFR
12858,1,Q-Learning
12859,-1,CFR
12859,-1,Q-Learning
12860,1,CFR
12860,-1,Q-Learning
12861,1,CFR
12861,-1,Q-Learning
12862,1,CFR
12862,-1,Q-Learning
12863,2,CFR
12863,-1,Q-Learning
12864,-1,CFR
12864,1,Q-Learning
12865,-1,CFR
12865,-1,Q-Learning
12866,-1,CFR
12866,1,Q-Learning
12867,-1,CFR
12867,-1,Q-Learning
12868,-1,CFR
12868,-1,Q-Learning
12869,2,CFR
12869,-1,Q-Learning
12870,2,CFR
12870,1,Q-Learning
12871,1,CFR
12871,-1,Q-Learning
12872,-2,CFR
12872,1,Q-Learning
12873,-1,CFR
12873,1,Q-Learning
12874,-1,CFR
12874,1,Q-Learning
12875,-2,CFR
12875,-1,Q-Learning
12876,-2,CFR
12876,-1,Q-Learning
12877,-2,CFR
12877,-1,Q-Learning
12878,-2,CFR
12878,1,Q-Learning
12879,2,CFR
12879,-1,Q-Learning
12880,1,CFR
12880,1,Q-Learning
12881,-1,CFR
12881,-1,Q-Learning
12882,1,CFR
12882,-1,Q-Learning
12883,-1,CFR
12883,-1,Q-Learning
12884,-1,CFR
12884,-1,Q-Learning
12885,-1,CFR
12885,2,Q-Learning
12886,1,CFR
12886,-1,Q-Learning
12887,1,CFR
12887,-1,Q-Learning
12888,1,CFR
12888,-1,Q-Learning
12889,-1,CFR
12889,2,Q-Learning
12890,-1,CFR
12890,-1,Q-Learning
12891,-1,CFR
12891,-1,Q-Learning
12892,-1,CFR
12892,-1,Q-Learning
12893,1,CFR
12893,1,Q-Learning
12894,2,CFR
12894,-1,Q-Learning
12895,-2,CFR
12895,-1,Q-Learning
12896,-1,CFR
12896,-1,Q-Learning
12897,1,CFR
12897,-1,Q-Learning
12898,-1,CFR
12898,1,Q-Learning
12899,1,CFR
12899,-1,Q-Learning
12900,1,CFR
12900,2,Q-Learning
12901,1,CFR
12901,-1,Q-Learning
12902,1,CFR
12902,-1,Q-Learning
12903,1,CFR
12903,-1,Q-Learning
12904,1,CFR
12904,-1,Q-Learning
12905,-2,CFR
12905,2,Q-Learning
12906,1,CFR
12906,-1,Q-Learning
12907,2,CFR
12907,2,Q-Learning
12908,1,CFR
12908,-2,Q-Learning
12909,-1,CFR
12909,-1,Q-Learning
12910,-2,CFR
12910,-1,Q-Learning
12911,-1,CFR
12911,-1,Q-Learning
12912,1,CFR
12912,-1,Q-Learning
12913,-1,CFR
12913,1,Q-Learning
12914,-1,CFR
12914,-1,Q-Learning
12915,-1,CFR
12915,-1,Q-Learning
12916,1,CFR
12916,-1,Q-Learning
12917,-2,CFR
12917,2,Q-Learning
12918,-1,CFR
12918,2,Q-Learning
12919,1,CFR
12919,-1,Q-Learning
12920,-1,CFR
12920,1,Q-Learning
12921,2,CFR
12921,-1,Q-Learning
12922,1,CFR
12922,1,Q-Learning
12923,-1,CFR
12923,1,Q-Learning
12924,1,CFR
12924,-2,Q-Learning
12925,1,CFR
12925,1,Q-Learning
12926,1,CFR
12926,-1,Q-Learning
12927,-1,CFR
12927,1,Q-Learning
12928,1,CFR
12928,1,Q-Learning
12929,-1,CFR
12929,1,Q-Learning
12930,-1,CFR
12930,1,Q-Learning
12931,-1,CFR
12931,1,Q-Learning
12932,1,CFR
12932,1,Q-Learning
12933,2,CFR
12933,-1,Q-Learning
12934,1,CFR
12934,1,Q-Learning
12935,2,CFR
12935,-1,Q-Learning
12936,2,CFR
12936,1,Q-Learning
12937,-1,CFR
12937,-1,Q-Learning
12938,-2,CFR
12938,-1,Q-Learning
12939,-2,CFR
12939,1,Q-Learning
12940,1,CFR
12940,-1,Q-Learning
12941,1,CFR
12941,-2,Q-Learning
12942,-1,CFR
12942,2,Q-Learning
12943,1,CFR
12943,-1,Q-Learning
12944,-2,CFR
12944,-1,Q-Learning
12945,-1,CFR
12945,-1,Q-Learning
12946,-1,CFR
12946,1,Q-Learning
12947,2,CFR
12947,1,Q-Learning
12948,-2,CFR
12948,1,Q-Learning
12949,-2,CFR
12949,-1,Q-Learning
12950,1,CFR
12950,-1,Q-Learning
12951,-2,CFR
12951,-1,Q-Learning
12952,1,CFR
12952,-1,Q-Learning
12953,-1,CFR
12953,1,Q-Learning
12954,-1,CFR
12954,-1,Q-Learning
12955,2,CFR
12955,-1,Q-Learning
12956,1,CFR
12956,2,Q-Learning
12957,-1,CFR
12957,-1,Q-Learning
12958,-1,CFR
12958,-1,Q-Learning
12959,2,CFR
12959,1,Q-Learning
12960,-1,CFR
12960,1,Q-Learning
12961,-1,CFR
12961,-1,Q-Learning
12962,1,CFR
12962,1,Q-Learning
12963,-1,CFR
12963,-2,Q-Learning
12964,-1,CFR
12964,1,Q-Learning
12965,1,CFR
12965,1,Q-Learning
12966,-2,CFR
12966,-1,Q-Learning
12967,1,CFR
12967,1,Q-Learning
12968,-1,CFR
12968,-1,Q-Learning
12969,-1,CFR
12969,-2,Q-Learning
12970,1,CFR
12970,-1,Q-Learning
12971,-1,CFR
12971,-2,Q-Learning
12972,1,CFR
12972,-1,Q-Learning
12973,-1,CFR
12973,1,Q-Learning
12974,-1,CFR
12974,-1,Q-Learning
12975,-1,CFR
12975,2,Q-Learning
12976,-1,CFR
12976,-1,Q-Learning
12977,-1,CFR
12977,-1,Q-Learning
12978,-2,CFR
12978,-1,Q-Learning
12979,-1,CFR
12979,-2,Q-Learning
12980,-1,CFR
12980,-1,Q-Learning
12981,1,CFR
12981,-1,Q-Learning
12982,1,CFR
12982,-1,Q-Learning
12983,-1,CFR
12983,2,Q-Learning
12984,-1,CFR
12984,-1,Q-Learning
12985,1,CFR
12985,-1,Q-Learning
12986,-1,CFR
12986,2,Q-Learning
12987,2,CFR
12987,-1,Q-Learning
12988,1,CFR
12988,-1,Q-Learning
12989,-2,CFR
12989,-1,Q-Learning
12990,-1,CFR
12990,-1,Q-Learning
12991,-1,CFR
12991,-1,Q-Learning
12992,1,CFR
12992,-1,Q-Learning
12993,-2,CFR
12993,-1,Q-Learning
12994,2,CFR
12994,2,Q-Learning
12995,-1,CFR
12995,2,Q-Learning
12996,-2,CFR
12996,-1,Q-Learning
12997,-2,CFR
12997,-1,Q-Learning
12998,1,CFR
12998,-1,Q-Learning
12999,-1,CFR
12999,-1,Q-Learning
13000,-2,CFR
13000,-1,Q-Learning
13001,-1,CFR
13001,-1,Q-Learning
13002,1,CFR
13002,-1,Q-Learning
13003,-1,CFR
13003,1,Q-Learning
13004,1,CFR
13004,-1,Q-Learning
13005,-1,CFR
13005,2,Q-Learning
13006,1,CFR
13006,-1,Q-Learning
13007,1,CFR
13007,2,Q-Learning
13008,1,CFR
13008,-1,Q-Learning
13009,1,CFR
13009,2,Q-Learning
13010,1,CFR
13010,-1,Q-Learning
13011,-1,CFR
13011,-1,Q-Learning
13012,1,CFR
13012,-1,Q-Learning
13013,-1,CFR
13013,2,Q-Learning
13014,2,CFR
13014,-1,Q-Learning
13015,-1,CFR
13015,2,Q-Learning
13016,1,CFR
13016,-1,Q-Learning
13017,-2,CFR
13017,2,Q-Learning
13018,-1,CFR
13018,2,Q-Learning
13019,-2,CFR
13019,2,Q-Learning
13020,-1,CFR
13020,2,Q-Learning
13021,-1,CFR
13021,-1,Q-Learning
13022,-1,CFR
13022,-1,Q-Learning
13023,1,CFR
13023,-1,Q-Learning
13024,2,CFR
13024,-1,Q-Learning
13025,1,CFR
13025,-1,Q-Learning
13026,-1,CFR
13026,-1,Q-Learning
13027,-1,CFR
13027,-1,Q-Learning
13028,1,CFR
13028,-1,Q-Learning
13029,1,CFR
13029,-1,Q-Learning
13030,1,CFR
13030,-1,Q-Learning
13031,-1,CFR
13031,-1,Q-Learning
13032,-1,CFR
13032,-1,Q-Learning
13033,1,CFR
13033,-1,Q-Learning
13034,-1,CFR
13034,-1,Q-Learning
13035,1,CFR
13035,2,Q-Learning
13036,-1,CFR
13036,-1,Q-Learning
13037,1,CFR
13037,-1,Q-Learning
13038,1,CFR
13038,-1,Q-Learning
13039,1,CFR
13039,-1,Q-Learning
13040,1,CFR
13040,-1,Q-Learning
13041,-2,CFR
13041,2,Q-Learning
13042,1,CFR
13042,-1,Q-Learning
13043,-1,CFR
13043,-1,Q-Learning
13044,-1,CFR
13044,-1,Q-Learning
13045,-1,CFR
13045,-1,Q-Learning
13046,-1,CFR
13046,-1,Q-Learning
13047,1,CFR
13047,-1,Q-Learning
13048,-1,CFR
13048,-1,Q-Learning
13049,1,CFR
13049,-1,Q-Learning
13050,2,CFR
13050,2,Q-Learning
13051,-1,CFR
13051,-1,Q-Learning
13052,-1,CFR
13052,-1,Q-Learning
13053,2,CFR
13053,-2,Q-Learning
13054,-2,CFR
13054,-1,Q-Learning
13055,-1,CFR
13055,2,Q-Learning
13056,-2,CFR
13056,2,Q-Learning
13057,1,CFR
13057,-2,Q-Learning
13058,1,CFR
13058,-1,Q-Learning
13059,-1,CFR
13059,1,Q-Learning
13060,1,CFR
13060,2,Q-Learning
13061,2,CFR
13061,-1,Q-Learning
13062,1,CFR
13062,-1,Q-Learning
13063,-1,CFR
13063,-1,Q-Learning
13064,1,CFR
13064,2,Q-Learning
13065,2,CFR
13065,1,Q-Learning
13066,-1,CFR
13066,-1,Q-Learning
13067,1,CFR
13067,2,Q-Learning
13068,-1,CFR
13068,1,Q-Learning
13069,-1,CFR
13069,-1,Q-Learning
13070,-1,CFR
13070,-1,Q-Learning
13071,1,CFR
13071,-1,Q-Learning
13072,-1,CFR
13072,-1,Q-Learning
13073,-1,CFR
13073,2,Q-Learning
13074,-1,CFR
13074,-1,Q-Learning
13075,1,CFR
13075,-1,Q-Learning
13076,-1,CFR
13076,-1,Q-Learning
13077,1,CFR
13077,2,Q-Learning
13078,-2,CFR
13078,1,Q-Learning
13079,1,CFR
13079,-1,Q-Learning
13080,-1,CFR
13080,1,Q-Learning
13081,-1,CFR
13081,2,Q-Learning
13082,-1,CFR
13082,1,Q-Learning
13083,1,CFR
13083,1,Q-Learning
13084,1,CFR
13084,-1,Q-Learning
13085,2,CFR
13085,-1,Q-Learning
13086,-1,CFR
13086,-2,Q-Learning
13087,-1,CFR
13087,-1,Q-Learning
13088,1,CFR
13088,-1,Q-Learning
13089,1,CFR
13089,-1,Q-Learning
13090,-2,CFR
13090,-1,Q-Learning
13091,-1,CFR
13091,-1,Q-Learning
13092,1,CFR
13092,2,Q-Learning
13093,1,CFR
13093,1,Q-Learning
13094,1,CFR
13094,2,Q-Learning
13095,-1,CFR
13095,-2,Q-Learning
13096,-2,CFR
13096,-1,Q-Learning
13097,-1,CFR
13097,-1,Q-Learning
13098,1,CFR
13098,2,Q-Learning
13099,-1,CFR
13099,2,Q-Learning
13100,-1,CFR
13100,-1,Q-Learning
13101,-2,CFR
13101,1,Q-Learning
13102,2,CFR
13102,-1,Q-Learning
13103,1,CFR
13103,-2,Q-Learning
13104,-2,CFR
13104,1,Q-Learning
13105,2,CFR
13105,2,Q-Learning
13106,-1,CFR
13106,2,Q-Learning
13107,-1,CFR
13107,-1,Q-Learning
13108,1,CFR
13108,-1,Q-Learning
13109,1,CFR
13109,2,Q-Learning
13110,-1,CFR
13110,1,Q-Learning
13111,1,CFR
13111,-1,Q-Learning
13112,-1,CFR
13112,1,Q-Learning
13113,1,CFR
13113,-1,Q-Learning
13114,1,CFR
13114,-2,Q-Learning
13115,1,CFR
13115,-1,Q-Learning
13116,-1,CFR
13116,1,Q-Learning
13117,-1,CFR
13117,-1,Q-Learning
13118,-1,CFR
13118,1,Q-Learning
13119,1,CFR
13119,1,Q-Learning
13120,-1,CFR
13120,-2,Q-Learning
13121,-1,CFR
13121,1,Q-Learning
13122,1,CFR
13122,-1,Q-Learning
13123,-1,CFR
13123,1,Q-Learning
13124,1,CFR
13124,1,Q-Learning
13125,-2,CFR
13125,2,Q-Learning
13126,-1,CFR
13126,-1,Q-Learning
13127,-1,CFR
13127,-1,Q-Learning
13128,-1,CFR
13128,-1,Q-Learning
13129,1,CFR
13129,1,Q-Learning
13130,1,CFR
13130,1,Q-Learning
13131,1,CFR
13131,-1,Q-Learning
13132,1,CFR
13132,1,Q-Learning
13133,-1,CFR
13133,-1,Q-Learning
13134,1,CFR
13134,1,Q-Learning
13135,-2,CFR
13135,1,Q-Learning
13136,1,CFR
13136,-1,Q-Learning
13137,-1,CFR
13137,-1,Q-Learning
13138,1,CFR
13138,-2,Q-Learning
13139,1,CFR
13139,1,Q-Learning
13140,-1,CFR
13140,1,Q-Learning
13141,-1,CFR
13141,-1,Q-Learning
13142,1,CFR
13142,-1,Q-Learning
13143,1,CFR
13143,-1,Q-Learning
13144,-1,CFR
13144,1,Q-Learning
13145,-1,CFR
13145,1,Q-Learning
13146,1,CFR
13146,-1,Q-Learning
13147,1,CFR
13147,1,Q-Learning
13148,1,CFR
13148,-2,Q-Learning
13149,-1,CFR
13149,-1,Q-Learning
13150,-2,CFR
13150,-1,Q-Learning
13151,-2,CFR
13151,1,Q-Learning
13152,1,CFR
13152,-1,Q-Learning
13153,-1,CFR
13153,-1,Q-Learning
13154,2,CFR
13154,-1,Q-Learning
13155,-1,CFR
13155,1,Q-Learning
13156,-1,CFR
13156,-1,Q-Learning
13157,1,CFR
13157,1,Q-Learning
13158,-2,CFR
13158,1,Q-Learning
13159,1,CFR
13159,-1,Q-Learning
13160,1,CFR
13160,-1,Q-Learning
13161,-1,CFR
13161,-1,Q-Learning
13162,-1,CFR
13162,1,Q-Learning
13163,-1,CFR
13163,1,Q-Learning
13164,-1,CFR
13164,-1,Q-Learning
13165,-1,CFR
13165,-1,Q-Learning
13166,1,CFR
13166,-1,Q-Learning
13167,1,CFR
13167,-1,Q-Learning
13168,-1,CFR
13168,2,Q-Learning
13169,2,CFR
13169,-1,Q-Learning
13170,-1,CFR
13170,-1,Q-Learning
13171,-1,CFR
13171,1,Q-Learning
13172,2,CFR
13172,-1,Q-Learning
13173,1,CFR
13173,1,Q-Learning
13174,-1,CFR
13174,1,Q-Learning
13175,1,CFR
13175,1,Q-Learning
13176,-2,CFR
13176,2,Q-Learning
13177,-1,CFR
13177,-1,Q-Learning
13178,-1,CFR
13178,-1,Q-Learning
13179,1,CFR
13179,-1,Q-Learning
13180,2,CFR
